ProductId;ProductName;ProductSubcategory;ProductCategory;ProductDescription;Color;StandardCost;rn
BK-M47B-44;Mountain-300 Black, 44;Mountain Bikes;Bikes;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;Black;598,4354
BK-M47B-48;Mountain-300 Black, 48;Mountain Bikes;Bikes;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;Black;598,4354
BK-M68B-38;Mountain-200 Black, 38;Mountain Bikes;Bikes;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Black;1105,81
BK-M68B-42;Mountain-200 Black, 42;Mountain Bikes;Bikes;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Black;1105,81
BK-M68B-46;Mountain-200 Black, 46;Mountain Bikes;Bikes;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Black;1105,81
BK-M68S-38;Mountain-200 Silver, 38;Mountain Bikes;Bikes;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Silver;1117,8559
BK-M68S-42;Mountain-200 Silver, 42;Mountain Bikes;Bikes;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Silver;1117,8559
BK-M68S-46;Mountain-200 Silver, 46;Mountain Bikes;Bikes;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Silver;1117,8559
BK-M82B-38;Mountain-100 Black, 38;Mountain Bikes;Bikes;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Black;1898,0944
BK-M82B-42;Mountain-100 Black, 42;Mountain Bikes;Bikes;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Black;1898,0944
BK-M82B-44;Mountain-100 Black, 44;Mountain Bikes;Bikes;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Black;1898,0944
BK-M82B-48;Mountain-100 Black, 48;Mountain Bikes;Bikes;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Black;1898,0944
BK-M82S-38;Mountain-100 Silver, 38;Mountain Bikes;Bikes;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Silver;1912,1544
BK-M82S-42;Mountain-100 Silver, 42;Mountain Bikes;Bikes;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Silver;1912,1544
BK-M82S-44;Mountain-100 Silver, 44;Mountain Bikes;Bikes;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Silver;1912,1544
BK-M82S-48;Mountain-100 Silver, 48;Mountain Bikes;Bikes;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Silver;1912,1544
BK-R19B-44;Road-750 Black, 44;Road Bikes;Bikes;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Black;343,6496
BK-R19B-48;Road-750 Black, 48;Road Bikes;Bikes;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Black;343,6496
BK-R19B-52;Road-750 Black, 52;Road Bikes;Bikes;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Black;343,6496
BK-R19B-58;Road-750 Black, 58;Road Bikes;Bikes;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Black;343,6496
BK-R50B-44;Road-650 Black, 44;Road Bikes;Bikes;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Black;413,1463
BK-R50B-48;Road-650 Black, 48;Road Bikes;Bikes;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Black;413,1463
BK-R50B-52;Road-650 Black, 52;Road Bikes;Bikes;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Black;413,1463
BK-R50B-58;Road-650 Black, 58;Road Bikes;Bikes;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Black;413,1463
BK-R50B-60;Road-650 Black, 60;Road Bikes;Bikes;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Black;413,1463
BK-R50B-62;Road-650 Black, 62;Road Bikes;Bikes;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Black;413,1463
BK-R50R-44;Road-650 Red, 44;Road Bikes;Bikes;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Red;413,1463
BK-R50R-48;Road-650 Red, 48;Road Bikes;Bikes;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Red;413,1463
BK-R50R-52;Road-650 Red, 52;Road Bikes;Bikes;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Red;413,1463
BK-R50R-58;Road-650 Red, 58;Road Bikes;Bikes;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Red;413,1463
BK-R50R-60;Road-650 Red, 60;Road Bikes;Bikes;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Red;413,1463
BK-R50R-62;Road-650 Red, 62;Road Bikes;Bikes;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Red;413,1463
BK-R64Y-38;Road-550-W Yellow, 38;Road Bikes;Bikes;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Yellow;605,6492
BK-R64Y-40;Road-550-W Yellow, 40;Road Bikes;Bikes;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Yellow;605,6492
BK-R64Y-42;Road-550-W Yellow, 42;Road Bikes;Bikes;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Yellow;605,6492
BK-R64Y-44;Road-550-W Yellow, 44;Road Bikes;Bikes;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Yellow;605,6492
BK-R64Y-48;Road-550-W Yellow, 48;Road Bikes;Bikes;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Yellow;605,6492
BK-R68R-44;Road-450 Red, 44;Road Bikes;Bikes;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Red;884,7083
BK-R68R-48;Road-450 Red, 48;Road Bikes;Bikes;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Red;884,7083
BK-R68R-52;Road-450 Red, 52;Road Bikes;Bikes;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Red;884,7083
BK-R68R-58;Road-450 Red, 58;Road Bikes;Bikes;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Red;884,7083
BK-R68R-60;Road-450 Red, 60;Road Bikes;Bikes;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Red;884,7083
BK-R79Y-40;Road-350-W Yellow, 40;Road Bikes;Bikes;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Yellow;1082,51
BK-R79Y-42;Road-350-W Yellow, 42;Road Bikes;Bikes;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Yellow;1082,51
BK-R79Y-44;Road-350-W Yellow, 44;Road Bikes;Bikes;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Yellow;1082,51
BK-R79Y-48;Road-350-W Yellow, 48;Road Bikes;Bikes;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Yellow;1082,51
BK-R89B-44;Road-250 Black, 44;Road Bikes;Bikes;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Black;1320,6838
BK-R89B-48;Road-250 Black, 48;Road Bikes;Bikes;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Black;1320,6838
BK-R89B-52;Road-250 Black, 52;Road Bikes;Bikes;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Black;1320,6838
BK-R89B-58;Road-250 Black, 58;Road Bikes;Bikes;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Black;1320,6838
BK-R89R-44;Road-250 Red, 44;Road Bikes;Bikes;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Red;1518,7864
BK-R89R-48;Road-250 Red, 48;Road Bikes;Bikes;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Red;1518,7864
BK-R89R-52;Road-250 Red, 52;Road Bikes;Bikes;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Red;1518,7864
BK-R89R-58;Road-250 Red, 58;Road Bikes;Bikes;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Red;1320,6838
BK-R93R-44;Road-150 Red, 44;Road Bikes;Bikes;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Red;2171,2942
BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Red;2171,2942
BK-R93R-52;Road-150 Red, 52;Road Bikes;Bikes;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Red;2171,2942
BK-R93R-56;Road-150 Red, 56;Road Bikes;Bikes;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Red;2171,2942
BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Red;2171,2942
BK-T18U-44;Touring-3000 Blue, 44;Touring Bikes;Bikes;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Blue;461,4448
BK-T18U-50;Touring-3000 Blue, 50;Touring Bikes;Bikes;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Blue;461,4448
BK-T18U-54;Touring-3000 Blue, 54;Touring Bikes;Bikes;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Blue;461,4448
BK-T18U-58;Touring-3000 Blue, 58;Touring Bikes;Bikes;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Blue;461,4448
BK-T18U-62;Touring-3000 Blue, 62;Touring Bikes;Bikes;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Blue;461,4448
BK-T18Y-44;Touring-3000 Yellow, 44;Touring Bikes;Bikes;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Yellow;461,4448
BK-T18Y-50;Touring-3000 Yellow, 50;Touring Bikes;Bikes;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Yellow;461,4448
BK-T18Y-54;Touring-3000 Yellow, 54;Touring Bikes;Bikes;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Yellow;461,4448
BK-T18Y-58;Touring-3000 Yellow, 58;Touring Bikes;Bikes;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Yellow;461,4448
BK-T18Y-62;Touring-3000 Yellow, 62;Touring Bikes;Bikes;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Yellow;461,4448
BK-T44U-46;Touring-2000 Blue, 46;Touring Bikes;Bikes;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Blue;755,1508
BK-T44U-50;Touring-2000 Blue, 50;Touring Bikes;Bikes;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Blue;755,1508
BK-T44U-54;Touring-2000 Blue, 54;Touring Bikes;Bikes;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Blue;755,1508
BK-T44U-60;Touring-2000 Blue, 60;Touring Bikes;Bikes;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Blue;755,1508
BK-T79U-46;Touring-1000 Blue, 46;Touring Bikes;Bikes;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Blue;1481,9379
BK-T79U-50;Touring-1000 Blue, 50;Touring Bikes;Bikes;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Blue;1481,9379
BK-T79U-54;Touring-1000 Blue, 54;Touring Bikes;Bikes;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Blue;1481,9379
BK-T79U-60;Touring-1000 Blue, 60;Touring Bikes;Bikes;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Blue;1481,9379
BK-T79Y-46;Touring-1000 Yellow, 46;Touring Bikes;Bikes;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Yellow;1481,9379
BK-T79Y-50;Touring-1000 Yellow, 50;Touring Bikes;Bikes;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Yellow;1481,9379
BK-T79Y-54;Touring-1000 Yellow, 54;Touring Bikes;Bikes;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Yellow;1481,9379
BK-T79Y-60;Touring-1000 Yellow, 60;Touring Bikes;Bikes;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Yellow;1481,9379
CA-1098;AWC Logo Cap;Caps;Clothing;"Traditional style with a flip-up brim; one-size fits all.";Multi;5,7052
CH-0234;Chain;Chains;Components;Superior shifting performance.;Silver;8,9866
CL-9009;Bike Wash - Dissolver;Cleaners;Accessories;"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.";NA;2,9733
CS-4759;LL Crankset;Cranksets;Components;Super rigid spindle.;Black;77,9176
CS-6583;ML Crankset;Cranksets;Components;High-strength crank arm.;Black;113,8816
CS-9183;HL Crankset;Cranksets;Components;"Triple crankset; alumunim crank arm; flawless shifting.";Black;179,8156
FB-9873;Front Brakes;Brakes;Components;"All-weather brake pads; provides superior stopping by applying more surface to the rim.";Silver;47,286
FD-2342;Front Derailleur;Derailleurs;Components;Wide-link design.;Silver;40,6216
FE-6654;Fender Set - Mountain;Fenders;Accessories;Clip-on fenders fit most mountain bikes.;NA;8,2205
FK-1639;LL Fork;Forks;Components;Stout design absorbs shock and offers more precise steering.;NA;65,8097
FK-5136;ML Fork;Forks;Components;Composite road fork with an aluminum steerer tube.;NA;77,9176
FK-9939;HL Fork;Forks;Components;High-performance carbon road fork with curved legs.;NA;101,8936
FR-M21B-40;LL Mountain Frame - Black, 40;Mountain Frames;Components;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Black;136,785
FR-M21B-42;LL Mountain Frame - Black, 42;Mountain Frames;Components;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Black;136,785
FR-M21B-44;LL Mountain Frame - Black, 44;Mountain Frames;Components;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Black;136,785
FR-M21B-48;LL Mountain Frame - Black, 48;Mountain Frames;Components;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Black;136,785
FR-M21B-52;LL Mountain Frame - Black, 52;Mountain Frames;Components;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Black;136,785
FR-M21S-40;LL Mountain Frame - Silver, 40;Mountain Frames;Components;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Silver;144,5938
FR-M21S-42;LL Mountain Frame - Silver, 42;Mountain Frames;Components;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Silver;144,5938
FR-M21S-44;LL Mountain Frame - Silver, 44;Mountain Frames;Components;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Silver;144,5938
FR-M21S-48;LL Mountain Frame - Silver, 48;Mountain Frames;Components;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Silver;144,5938
FR-M21S-52;LL Mountain Frame - Silver, 52;Mountain Frames;Components;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Silver;144,5938
FR-M63B-38;ML Mountain Frame - Black, 38;Mountain Frames;Components;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Black;185,8193
FR-M63B-40;ML Mountain Frame - Black, 40;Mountain Frames;Components;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;Black;185,8193
FR-M63B-44;ML Mountain Frame - Black, 44;Mountain Frames;Components;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;Black;185,8193
FR-M63B-48;ML Mountain Frame - Black, 48;Mountain Frames;Components;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;Black;185,8193
FR-M63S-38;ML Mountain Frame-W - Silver, 38;Mountain Frames;Components;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Silver;199,3757
FR-M63S-40;ML Mountain Frame-W - Silver, 40;Mountain Frames;Components;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Silver;199,3757
FR-M63S-42;ML Mountain Frame-W - Silver, 42;Mountain Frames;Components;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Silver;199,3757
FR-M63S-46;ML Mountain Frame-W - Silver, 46;Mountain Frames;Components;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Silver;199,3757
FR-M94B-38;HL Mountain Frame - Black, 38;Mountain Frames;Components;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Black;617,0281
FR-M94B-42;HL Mountain Frame - Black, 42;Mountain Frames;Components;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Black;617,0281
FR-M94B-44;HL Mountain Frame - Black, 44;Mountain Frames;Components;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Black;699,0928
FR-M94B-46;HL Mountain Frame - Black, 46;Mountain Frames;Components;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Black;617,0281
FR-M94B-48;HL Mountain Frame - Black, 48;Mountain Frames;Components;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Black;699,0928
FR-M94S-38;HL Mountain Frame - Silver, 38;Mountain Frames;Components;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Silver;623,8403
FR-M94S-42;HL Mountain Frame - Silver, 42;Mountain Frames;Components;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Silver;623,8403
FR-M94S-44;HL Mountain Frame - Silver, 44;Mountain Frames;Components;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Silver;706,811
FR-M94S-46;HL Mountain Frame - Silver, 46;Mountain Frames;Components;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Silver;623,8403
FR-M94S-52;HL Mountain Frame - Silver, 48;Mountain Frames;Components;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Silver;706,811
FR-R38B-44;LL Road Frame - Black, 44;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Black;176,1997
FR-R38B-48;LL Road Frame - Black, 48;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Black;176,1997
FR-R38B-52;LL Road Frame - Black, 52;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Black;176,1997
FR-R38B-58;LL Road Frame - Black, 58;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Black;176,1997
FR-R38B-60;LL Road Frame - Black, 60;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Black;176,1997
FR-R38B-62;LL Road Frame - Black, 62;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Black;176,1997
FR-R38R-44;LL Road Frame - Red, 44;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Red;181,4857
FR-R38R-48;LL Road Frame - Red, 48;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Red;181,4857
FR-R38R-52;LL Road Frame - Red, 52;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Red;181,4857
FR-R38R-58;LL Road Frame - Red, 58;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Red;181,4857
FR-R38R-60;LL Road Frame - Red, 60;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Red;181,4857
FR-R38R-62;LL Road Frame - Red, 62;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Red;181,4857
FR-R72R-44;ML Road Frame - Red, 44;Road Frames;Components;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;Red;352,1394
